"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"	"Korean"	"ChineseTraditional"	"BrazilianPortuguese"
"friendship_milestone_notification_toast_4"	"You and {0} are now Ultra Friends!"	"{0}さんと「親友」になった！"	"{0} est désormais un Excellent ami."	"¡Ahora {0} y tú tenéis una ultraamistad!"	"{0} und du seid jetzt Hyperfreunde!"	"Tu e {0} ora siete amici per la pelle!"	"{0}님과 울트라 프렌드가 되었습니다!"	"和 {0} 成為麻吉好朋友了！"	"Você e {0} têm agora uma ultra-amizade!"
"friendship_milestone_notification_toast_5"	"You and {0} are now Best Friends!"	"{0}さんと「大親友」になった！"	"{0} est désormais ton Meilleur ami."	"¡Ahora {0} y tú tenéis una amistad sin igual!"	"{0} und du seid jetzt Beste Freunde!"	"Tu e {0} ora siete migliori amici!"	"{0}님과 베스트 프렌드가 되었습니다!"	"和 {0} 成為正港好朋友了！"	"Você e {0} têm agora uma amizade sem igual!"
"friend_singular"	"friend"	"フレンド"	"ami"	"amigo"	"Freund"	"amico"	"프렌드"	"朋友"	"amigo"
"friend_plural"	"friends"	"フレンド"	"amis"	"amigos"	"Freunde"	"amici"	"프렌드"	"朋友"	"amigos"
"see_details"	"SEE DETAILS"	"詳細を見る"	"DÉTAILS"	"VER MÁS INFORMACIÓN"	"DETAILS ANSEHEN"	"Dettagli"	"더 보기"	"查看詳情"	"Detalhes"
"sent_gift_to_friend"	"Sent a Gift to {0}."	"{0}さんにギフトを贈った！"	"Cadeau envoyé à {0}."	"¡Has enviado un regalo a {0}!"	"Geschenk geschickt an {0}."	"Hai inviato un pacco amicizia a {0}."	"{0}님에게 선물을 보냈다."	"把友情禮物傳送給 {0} 了！"	"Enviou um presente para {0}."
"settings_gift_received"	"Gift Received"	"ギフトの受領"	"Cadeau reçu"	"¡Regalo recibido!"	"Geschenk erhalten"	"Pacco amicizia ricevuto"	"선물 받기"	"收到友情禮物"	"Presente recebido"
"error_no_gifts_in_inventory"	"You have no Gifts in your inventory. Visit a PokéStop to look for them!"	"ギフトを持っていません。ポケストップで手に入れましょう！"	"Tu n’as aucun Cadeau dans ton inventaire. Visite des PokéStops pour en trouver."	"No tienes regalos en tu inventario. ¡Visita una Poképarada para buscar regalos!"	"Du hast keine Geschenke in deinem Beutel. Besuche einen PokéStop, um welche zu finden!"	"Non hai pacchi amicizia nella tua Borsa. Visita un Pokéstop per trovarne qualcuno."	"선물이 없습니다. 포켓스톱에서 손에 넣어봅시다!"	"包包裡沒有友情禮物，去寶可補給站找找看吧！"	"Você não tem presentes no seu inventário. Visite uma Poképarada para encontrá-los!"
"trade_detail_appraisal"	"Appraisal:"	"調べる"	"Évaluation :"	"Evaluación:"	"Bewertung:"	"Valutazione:"	"조사한다:"	"調查："	"Avaliação:"
"trade_exclusion_reason_friend_level"	"Your Friendship level with this friend isn't high enough to complete this trade."	"仲良し度がたりない"	"Ton Niveau d’amitié avec ton ami est insuffisant pour compléter cet échange."	"Vuestro nivel de amistad no es lo suficientemente alto para poder realizar este intercambio."	"Dein Freundschaftslevel mit diesem Freund ist zu niedrig für diesen Tausch."	"Il livello di amicizia è troppo basso per effettuare questo scambio."	"우정 레벨이 부족합니다"	"友誼等級不足，無法進行交換"	"Seu nível de amizade com esta pessoa não é alto o suficiente para realizar esta troca."
"trade_exclusion_reason_traded"	"This Pokémon can't be traded again."	"もう一度交換できない"	"Ce Pokémon ne peut plus être échangé."	"Este Pokémon no puede ser intercambiado nuevamente."	"Dieses Pokémon kann nicht noch einmal getauscht werden."	"Questo Pokémon non può essere scambiato un’altra volta"	"다시 교환할 수 없습니다"	"不能再次交換這隻寶可夢"	"Este Pokémon não pode ser trocado de novo."
"trade_exclusion_reason_gym_deployed"	"This Pokémon is assigned to a Gym."	"ジムに配置されている"	"Ce Pokémon est assigné à une Arène."	"Este Pokémon ha sido asignado a un Gimnasio."	"Dieses Pokémon ist einer Arena zugewiesen."	"Questo Pokémon è stato assegnato a una Palestra"	"체육관에 배치되어 있습니다"	"這隻寶可夢已被指派至道館"	"Este Pokémon foi designado a um Ginásio."
"trade_exclusion_reason_buddy"	"This Pokémon is your Buddy Pokémon."	"相棒のポケモンは交換できない"	"Ce Pokémon est ton Copain Pokémon."	"Este Pokémon es tu compañero."	"Diese Pokémon ist dein Kumpel-Pokémon."	"Questo Pokémon è il tuo compagno"	"파트너 포켓몬은 교환할 수 없습니다"	"不能交換夥伴寶可夢"	"Não é possível trocar seu Pokémon companheiro."
"trade_exclusion_reason_stamina"	"This Pokémon is not at full health."	"弱っているポケモンは交換できない"	"Ce Pokémon n’est pas en pleine santé."	"Este Pokémon no tiene plena salud."	"Dieses Pokémon ist nicht bei voller Gesundheit."	"Non puoi scambiare Pokémon non in perfetta salute"	"약해진 포켓몬은 교환할 수 없습니다"	"不能交換虛弱的寶可夢"	"Este Pokémon não está em perfeita saúde."
"attack_bonus"	"Attack Bonus"	"アタックボーナス"	"Bonus d’attaque"	"Bonus de ataque"	"Angriffsbonus"	"Bonus attacco"	"어택 보너스"	"攻擊獎勵"	"Bônus de ataque"
"raid_bonus_ball"	"Raid Bonus Balls"	"レイドボーナス"	"Poké Ball Bonus de Raids"	"Bonus Balls de incursión"	"Raid-Bonus-Bälle"	"Poké Ball bonus raid"	"레이드 보너스"	"團體戰獎勵"	"Bônus de Poké Bolas por Reide"
"new_feature_unlocked"	"New Bonuses Unlocked"	"アンロックされたボーナス"	"Nouveaux bonus déverrouillés"	"Nuevos bonus desbloqueados"	"Neue Vorteile freigeschaltet"	"Hai sbloccato nuovi bonus!"	"언록된 보너스"	"成功解鎖的新獎勵"	"Novas funções foram desbloqueadas"
"error_cannot_invite_yourself"	"You can't add yourself to your own Friend List!"	"フレンドリストには自分を追加できません"	"Tu ne peux pas t’ajouter à ta Liste d’amis."	"No puedes añadirte a tu propia lista de amigos."	"Du kannst dich nicht selbst als Freund hinzufügen!"	"Non puoi aggiungere il tuo codice alla tua lista amici."	"친구리스트에는 자신을 추가할 수 없습니다"	"不能將自己加入朋友名單"	"Não é possível se adicionar à sua própria lista de amigos."
"change_your_code_button"	"CHANGE MY CODE"	"自分のコードを変える"	"CHANGER DE CODE"	"CAMBIAR CÓDIGO"	"MEINEN CODE ÄNDERN"	"CAMBIA IL MIO CODICE"	"자신의 코드를 바꾼다"	"變更代碼"	"MUDAR MEU CÓDIGO"
"change_your_code_title"	"Change your Trainer Code"	"トレーナーコード変更"	"Changer de Code de Dresseur"	"Cambia tu código de Entrenador"	"Deinen Trainercode ändern"	"Cambia il tuo codice Allenatore"	"트레이너 코드 변경"	"變更自己的訓練家代碼"	"Mudar seu código de Treinador"
"change_your_code_message"	"Are you sure you want to change your Trainer Code? You'll no longer be able to receive Friend Requests with your current Trainer Code. This change won't affect your current Friend List."	"トレーナーコードの変更を続けますか？変更前のトレーナーコードは使用できなくなりますが、すでにリストに加えられているフレンドへの影響はありません。"	"Veux-tu vraiment changer ton Code de Dresseur ? Tu ne pourras plus recevoir d’Invitations d’amis avec ton Code de Dresseur actuel. Ceci n’aura aucun effet sur tes amis existants."	"¿Quieres proceder a cambiar tu código de Entrenador? No podrás recibir más solicitudes de amistad con tu código de Entrenador actual. Este cambio no afectará a tu lista de amigos actual."	"Bist du sicher, dass du deinen Trainercode ändern möchtest? Danach kannst du mit deinem bisherigen Trainercode keine Freundschaftsanfragen mehr erhalten. Die Änderung wirkt sich nicht auf deine aktuellen Freunde aus."	"Vuoi davvero cambiare il tuo codice Allenatore? Non potrai più ricevere richieste di amicizia con il tuo codice Allenatore attuale, ma questa modifica non influenzerà la tua attuale lista amici."	"트레이너 코드 변경을 계속하겠습니까? 변경 전 트레이너 코드는 사용할 수 없게 되지만 이미 리스트에 추가된 친구에게 영향은 없습니다."	"確定要變更自己的訓練家代碼嗎？代碼變更後，目前的朋友名單並不會受到影響，但你將無法使用變更前的訓練家代碼接收朋友申請。"	"Quer continuar com a mudança do seu código de Treinador? Não será mais possível enviar pedidos de amizade com o código de Treinador atual. Esta troca não afetará seus amigos atuais."
"your_code_changed"	"Trainer Code has been changed."	"トレーナーコードが変更されました"	"Ton Code de Dresseur a été changé."	"Tu código de Entrenador ha sido cambiado."	"Dein Trainercode wurde geändert."	"Il tuo codice Allenatore è stato modificato."	"트레이너 코드가 변경되었습니다."	"訓練家代碼已更新"	"Seu código de Treinador foi modificado."
"badge_max_level_friends"	"Become Best Friends with {0} Trainers."	"トレーナー{0}人と「大親友」になれた！"	"Atteins le rang de « Meilleur ami » avec {0} Dresseurs."	"Entabla una amistad sin igual con {0} Entrenadores."	"Werde Beste Freunde mit {0} Trainern."	"Tu e {0} ora siete migliori amici."	"트레이너 {0}명과 베스트 프렌드가 되었다."	"和 {0} 名訓練家成為正港好朋友"	"Comece uma amizade sem igual com {0} Treinadores."
"badge_max_level_friends_value_format"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"
"error_invite_already_sent"	"You have already sent an invite to this Trainer."	"このトレーナーにはすでに招待状を送っています。"	"Tu as déjà envoyé une invitation à ce Dresseur."	"Ya has enviado una invitación a esta persona."	"Du hast diesem Trainer bereits eine Einladung geschickt."	"Hai già inviato una richiesta a questo Allenatore."	"이 트레이너에게는 이미 친구신청을 보냈습니다."	"已向此訓練家傳送朋友申請"	"Você já enviou um convite para este Treinador."
"badge_max_level_friends_singular"	"Become Best Friends with {0} Trainer."	"トレーナー{0}人と「大親友」になれた！"	"Atteins le rang de « Meilleur ami » avec {0} Dresseur."	"Entabla una amistad sin igual con {0} Entrenador."	"Werde Beste Freunde mit {0} Trainer."	"Tu e {0} ora siete migliori amici."	"트레이너 {0}명과 베스트 프렌드가 되었다"	"和 {0} 名訓練家成為正港好朋友"	"Comece uma amizade sem igual com {0} Treinador."
"screen_title_notification"	"Notifications"	"通知"	"Notifications"	"Notificaciones"	"Benachrichtigungen"	"Notifiche"	"알림"	"通知"	"Notificações"
"badge_max_level_friends_title"	"Idol"	"アイドル"	"Star"	"Famoso"	"Bühnenstar"	"Pop Star"	"아이돌"	"偶像"	"Estrela"
"badge_trading_distance_title"	"Pilot"	"パイロット"	"Pilote"	"Piloto"	"Pilot"	"Pilota"	"파일럿"	"飛行員"	"Piloto"
"badge_trading_title"	"Gentleman"	"ジェントルマン"	"Gentleman"	"Aristócrata"	"Gentleman"	"Gentiluomo"	"신사"	"紳士"	"Cavalheiro"
"trade_exclusion_reason_egg"	"Eggs can't be traded."	"タマゴは交換できない"	"Les Œufs ne peuvent pas être échangés."	"Los Huevos no pueden ser intercambiados."	"Eier können nicht getauscht werden."	"Le Uova non possono essere scambiate."	"알은 교환할 수 없다."	"不能交換蛋"	"Ovos não podem ser trocados."
"trade_tut_stardust_needed"	"Trade with Stardust"	"ほしのすなが必要"	"Échanger avec de la Poussière Étoile"	"Intercambiar con Polvos Estelares"	"Tauschen mit Sternenstaub"	"Scambio che necessita di polvere di stelle"	"교환 하려면 별의모래가 필요하다"	"交換時需使用星星沙子"	"Trocar com Poeiras Estelares"
"trade_tut_stardust_needed_message"	"The amount of Stardust needed for trading varies. Trades for certain Pokémon are called Special Trades and require more Stardust. Increasing your Friendship level will reduce the amount of Stardust required for Special Trades."	"どのようなポケモンを交換するかによって必要なほしのすなの量は決まります。特別なポケモンを交換するためには、より多くのほしのすなが必要になります。「仲良し度」が上がると必要なほしのすなの量は減っていきます。"	"La quantité de Poussières Étoiles nécessaire pour effectuer un échange peut varier. Certains Pokémon font partie des Échanges spéciaux, qui requièrent davantage de Poussières Étoiles. Il est possible de réduire la quantité de Poussières Étoiles nécessaire pour effectuer des Échanges spéciaux en augmentant ton Niveau d’amitié."	"El número de Polvos Estelares que se necesitan para realizar un intercambio varía. Los intercambios de determinados Pokémon denominados intercambios especiales requieren más Polvos Estelares. Puedes reducir el número de Polvos Estelares necesarios para un intercambio especial aumentando tu nivel de amistad."	"Die für einen Tausch erforderliche Menge von Sternenstaub variiert. Der Tausch bestimmter Pokémon wird Spezial-Tausch genannt und erfordert mehr Sternenstaub. Du kannst die für einen Spezial-Tausch erforderliche Menge von Sternenstaub verringern, indem du deinen Freundschaftslevel erhöhst."	"La quantità di polvere di stelle necessaria varia a seconda degli scambi: gli scambi di certi Pokémon si chiamano scambi speciali e necessitano di una quantità maggiore di polvere di stelle. Puoi ridurre tale quantità aumentando il livello di amicizia."	"어떤 포켓몬을 교환할지에 따라 필요한 별의모래 양이 정해집니다. 특별한 포켓몬을 교환하려면 더 많은 별의모래가 필요합니다. 우정레벨이 높으면 필요한 별의모래 양이 줄어듭니다."	"交換寶可夢時需使用的星星沙子數量將依寶可夢而異。交換特殊寶可夢時需進行「特殊交換」，而特殊交換需要使用的星星沙子會比一般交換多。提升兩人之間的友誼等級，便可減少進行特殊交換時所需使用的星星沙子數量。"	"A quantidade necessária de Poeira Estelar para realizar trocas varia. As trocas de determinados Pokémon são denominadas trocas especiais e necessitam de mais Poeira Estelar. Você pode reduzir a quantidade de Poeira Estelar, que é necessária para uma troca especial aumentando seu nível de amizade."
"trade_tut_special_trade"	"Special Trades"	"特別な交換"	"Échanges spéciaux"	"Intercambios especiales"	"Spezial-Tausch"	"Scambi speciali"	"특별한 교환"	"特殊交換"	"Trocas especiais"
"trade_tut_special_trade_message"	"Legendary Pokémon, Shiny Pokémon, and Pokémon not currently in your Pokédex all require a Special Trade. You can only make one Special Trade a day."	"特別な交換は一日に一回しかできません。特別な交換の対象は、伝説のポケモン、色違いのポケモン、図鑑に未登録のポケモンです。"	"Les Pokémon légendaires, les variations chromatiques de Pokémon, et les Pokémon qui ne se trouvent pas dans ton Pokédex requièrent un Échange spécial, qui ne peut être effectué qu’une fois par jour."	"Los Pokémon legendarios, los Pokémon variocolores y los Pokémon que aún no están registrados en tu Pokédex requieren un intercambio especial. Solo puedes realizar un intercambio especial al día."	"Legendäre Pokémon, Schillernde Pokémon und Pokémon, die derzeit nicht in deinem Pokédex registriert sind, können nur per Spezial-Tausch getauscht werden. Du kannst pro Tag nur einen Spezial-Tausch ausführen."	"Pokémon leggendari, Pokémon cromatici e Pokémon al momento non inclusi nel tuo Pokédex sono disponibili solo per scambi speciali e possono essere scambiati una sola volta al giorno."	"특별한 교환은 1일 1회만 가능합니다. 특별한 교환 대상은 전설의 포켓몬, 색이 다른 포켓몬, 도감에 미등록 포켓몬입니다."	"特殊交換一天只能進行一次。傳說的寶可夢、異色寶可夢及自己圖鑑裡沒有的寶可夢皆為特殊交換對象。"	"Pokémon Lendários, Brilhantes e Pokémon que ainda não estão registrados no seu Pokédex precisam de uma troca especial. Você só pode realizar uma troca especial por dia."
"trade_tut_candy_bonus"	"Candy Bonuses"	"距離間ボーナス"	"Bonus de Bonbons"	"Bonus de Caramelos"	"Bonbon-Bonusse"	"Bonus caramelle"	"사탕 보너스"	"糖果獎勵"	"Bônus de doces"
"trade_tut_candy_bonus_message"	"You need to be within 100 meters of a friend to start a trade. You can earn a bonus depending on where the Pokémon in the trade were caught. The farther apart their caught locations (up to around 100 km), the more Candy you'll earn! "	"もらえるアメの数は、交換した2匹のポケモンが捕まえられた場所同士の距離によって決まります。距離が長くなるとアメの数も増えます。"	"Bien que tu ne puisses pas être à plus de 100 mètres de ton ami pour effectuer un échange, tu peux obtenir un bonus qui dépendra de l’emplacement des Pokémon échangés. Plus la distance des lieux de capture des Pokémon est grande (100 km maximum) plus tu gagneras de Bonbons !"	"Debes estar a menos de 100 metros de otra persona para poder iniciar un intercambio. Puedes ganar un bonus dependiendo de dónde fueron atrapados los Pokémon del intercambio. Cuanto más lejos se encuentren esos dos lugares (hasta 100 km), ¡más Caramelos ganarás! "	"Du darfst nicht weiter als 100 Meter von einem Freund entfernt sein, um mit ihm tauschen zu können. Je nachdem, wo die getauschten Pokémon gefangen wurden, kannst du einen Bonus erhalten. Je weiter weg voneinander die Pokémon gefangen wurden (bis zu 100 km), desto mehr Bonbons erhältst du! "	"Devi essere almeno a 100 m da un amico per iniziare uno scambio. Puoi aggiudicarti un bonus a seconda del luogo dove i Pokémon sono stati catturati. Maggiore è la distanza tra i luoghi di cattura dei Pokémon (fino a 100 km), più caramelle guadagnerai."	"받을 수 있는 사탕의 수는 교환한 2마리 포켓몬의 잡은 장소 거리에 따라 정해집니다. 거리가 늘어나면 사탕도 늘어납니다."	"進行交換時，你和朋友之間的距離必須小於100公尺。如果兩隻寶可夢被捕捉的地點距離越遠（～100公里），交換時就能獲得越多糖果。 "	"Você deve estar a menos de 100 metros de outra pessoa para iniciar uma troca. Você pode ganhar um bônus dependendo de onde o Pokémon da troca foi pego. Quanto mais longe estiverem estes lugares (até 100 km), mais doces você ganhará! "
"trade_tut_strength_adjust"	"Pokémon CP and HP in Trade"	"強さは調整されます"	"Les PC et les PV d’un Pokémon échangé"	"PC y PS de los Pokémon en un intercambio"	"WP und KP der Pokémon beim Tauschen"	"PL e PS del Pokémon scambiato"	"포켓몬의 능력은 조정됩니다"	"寶可夢的強度將會被調整"	"PC e PS dos Pokémon em uma troca"
"trade_tut_strength_adjust_message"	"When you trade a Pokémon to a friend, you can see the range of CP and HP that it could have. This range adjusts based on your friend's level and will also be affected by your Friendship level. After you complete the trade, the stats of both Pokémon will change randomly to reflect the new range."	"交換されたポケモンは強さがランダムに変化し、相手のトレーナーレベルにあわせてCPとHPも調整されます。これにより交換されたポケモンが言うことを聞かなくなることを防ぎます。"	"Lorsque tu échanges un Pokémon avec un ami, tu verras la gamme de PC et de PV de ce Pokémon. Cette gamme sera ajustée en fonction du niveau de ton ami, et de ton Niveau d’amitié. Une fois l’échange effectué, les deux statistiques de base du Pokémon changeront de façon aléatoire."	"Cuando intercambies un Pokémon con alguien, podrás ver los PC y PS que puede que tenga, pero estos se ajustarán de acuerdo al nivel de la otra persona y también se verán afectados por vuestro nivel de amistad. Después de realizar el intercambio, las características de ambos Pokémon cambiarán aleatoriamente  para reflejar esos nuevos números. "	"Wenn du ein Pokémon mit einem Freund tauschst, kannst du sehen, in welchem Bereich sich die WP und KP des Pokémon bewegen werden. Diese Werte werden dem Level deines Freundes und eurem Freundschaftslevel entsprechend angepasst. Nach dem Tausch ändern sich die Statuswerte des Pokémon innerhalb des neuen Bereichs zufällig."	"Quando scambi un Pokémon con un amico, puoi vedere i PL e i PS che può avere. Tali valori variano a seconda del livello Allenatore del tuo amico e dipenderanno anche dal vostro livello di amicizia. A scambio completato, le statistiche di base di entrambi i Pokémon subiranno modifiche casuali."	"교환한 포켓몬은 능력이 랜덤으로 변화하며 상대 트레이너 레벨에 맞게 CP와 HP도 조정됩니다. 이걸로 교환한 포켓몬이 말을 듣지 않는 것을 방지합니다."	"交換後的寶可夢強度將隨機變動，如果朋友的訓練家等級比你低，寶可夢的CP及HP將依對方的等級調整"	"Quando troca Pokémon com alguém, poderá ver os PC e os PS que o Pokémon poderá ter. Estes pontos serão, entretanto, ajustados de acordo com o nível da outra pessoa e também serão afetados pelo seu nível de amizade. Após realizar a troca, os dados dos Pokémon mudarão aleatoriamente para refletir os novos pontos."
"error_gift_invalid_state"	"Cannot send Gift due to an error."	"エラーが発生したためギフトを贈ることができませんでした"	"Le Cadeau ne peut être envoyé en raison d'une erreur."	"Se ha producido un error que impide enviar el regalo."	"Geschenk kann aufgrund eines Fehlers nicht verschickt werden."	"Si è verificato un errore, pertanto è impossibile inviare il pacco amicizia."	"에러가 발생하여 선물을 보낼 수 없습니다"	"發生錯誤，無法傳送友情禮物"	"Não é possível enviar o presente devido a um erro."
"trade_activity_log"	"Traded {0} for {1} with {2}."	"{0}を交換にだして{2}さんから{1}がやってきた！"	"Tu as échangé {0} contre {1} avec {2}."	"Intercambiado {0} por {1} con {2}."	"{0} für {1} mit {2} getauscht."	"Hai ottenuto {1} da {2} in cambio di {0}."	"{0}(을)를 교환에 내보내고 {2}님의 {1}(이)가 왔다!"	"用 {0} 和 {2} 交換了 {1}"	"Trocou {0} por {1} com {2}."
"error_generate_friendcode_failed"	"Failed to get your Trainer Code."	"あなたのトレーナーコードを取得できませんでした。"	"Échec de la réception du Code de Dresseur."	"No se ha podido obtener tu código de Entrenador."	"Fehler beim Abrufen des Trainercodes."	"Impossibile ottenere il tuo codice Allenatore."	"당신의 트레이너 코드를 얻지 못했습니다."	"無法取得訓練家代碼"	"Não foi possível obter seu código de Treinador."
"error_invite_already_received"	"This Trainer has already sent you a Friend Request."	"さんにはすでにフレンド申請を送りました"	"Ce Dresseur t’a déjà envoyé une Invitation."	"Esta persona ya te ha enviado una solicitud de amistad."	"Dieser Trainer hat dir bereits eine Freundschaftsanfrage geschickt."	"Questo Allenatore ti ha già inviato una richiesta di amicizia."	"이 트레이너에게는 이미 친구신청을 보냈습니다."	"此訓練家已向你提出朋友申請"	"Este Treinador já lhe enviou um pedido de amizade."
"add_friends_privacy_prompt"	"Friends will see your Trainer profile, achievements, and Pokémon you have caught. Friends may also find out about your location when you send them a Gift or you trade Pokémon."	"最後に捕まえたポケモンやギフトを贈った場所を含む、お互いのプロフィールを見られるようになります。"	"Tes amis peuvent voir ton profil de Dresseur, tes prouesses et les Pokémon que tu as attrapés. Ils peuvent également voir ton emplacement lorsque tu leur envoies un Cadeau ou échanges un Pokémon."	"Los amigos podrán ver el perfil de uno y otro y las últimas capturas de Pokémon."	"Freunde können das Freundprofil und die letzten Pokémon-Fänge des anderen ansehen."	"Gli amici potranno vedere i rispettivi profili, progressi e Pokémon catturati, e anche la posizione."	"마지막에 잡은 포켓몬이나 선물 보낸 장소를 포함해 서로 프로필을 볼 수 있게 됩니다."	"朋友之間可以相互確認彼此的個人檔案及最近捕捉到的寶可夢。當你傳送友情禮物或跟朋友交換寶可夢時，他可能會知道你的所在位置。"	"Os amigos poderão ver os perfis um do outro e os seus últimos Pokémon pegos."
"visit_help_center_prompt"	"For more information, visit the Help Center."	"詳細はヘルプセンターでご確認ください"	"Pour plus d’informations, consulte le Point Assistance."	"Para obtener más información, visita el Centro de ayuda."	"Weitere Informationen findest du im Hilfe-Center."	"Per ulteriori informazioni contatta il servizio clienti."	"자세한 내용은 헬프센터를 확인해 주세요."	"詳情請參閱常見問題"	"Para mais informações, visite a central de ajuda."
"friendship_detail_no_bonus"	"No bonuses."	"仲良し度ボーナスなし"	"Aucun bonus."	"No hay bonus."	"Keine Vorteile."	"Nessun bonus"	"보너스 없음"	"無獎勵"	"Sem bônus."
"social_no_friends"	"Play together with your friends to unlock trades, Premier Balls, and power-ups for battle!"	"フレンドと一緒にプレイすると交換やバトルでいいことがある！"	"Joue avec tes amis pour déverrouiller des échanges, des Honor Balls et des améliorations pour les combats !"	"¡Juega con tus amigos para desbloquear intercambios, Honor Balls y más poder para los combates!"	"Spiele mit deinen Freunden, um Tauschmöglichkeiten, Premierbälle und Power-ups freizuschalten!"	"Gioca insieme ai tuoi amici per sbloccare scambi, Premier Ball e potenziamenti!"	"친구와 함께 플레이하면 교환과 배틀에서 좋은 일이 생긴다!"	"和朋友一起玩遊戲可以解鎖交換功能，並獲得獎勵！"	"Jogue com seus amigos para desbloquear trocas, Bolas Presenteadas e mais poder para as batalhas!"
"gift_sent_toast"	"Gift sent!"	"ギフトを贈りました！"	"Cadeau envoyé."	"¡Regalo enviado!"	"Geschenk verschickt!"	"Pacco amicizia inviato!"	"선물을 보냈습니다!"	"成功送出友情禮物！"	"Presente enviado!"
"friends_list_level_format"	"Lv {0}"	"Lv {0}"	"Niv. {0}"	"Nv. {0}"	"Level {0}"	"Liv. {0}"	"Lv {0}"	"Lv {0}"	"Nív. {0}"
"badge_trading"	"Trade {0} Pokémon."	"{0} 匹交換できた！"	"Échange {0} Pokémon."	"Intercambia {0} Pokémon."	"Tausche {0} Pokémon."	"Scambia {0} Pokémon."	"{0}마리 교환했다."	"交換 {0} 隻寶可夢"	"Troque {0} Pokémon."
"badge_trading_value_format"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"
"badge_trading_distance"	"Earn {0} km across the distance of all Pokémon trades."	"交換したポケモン同士の距離が {0} km になった！"	"Échange des Pokémon sur une distance de {0} kilomètres."	"Llega a {0} kilómetros de distancia entre todos los Pokémon intercambiados."	"Tausche Pokémon über insgesamt {0} Kilometer Distanz."	"Scambia Pokémon con un Allenatore distante almeno {0} km."	"교환한 포켓몬끼리의 거리가 {0}km가 되었다!"	"交換寶可夢時累積的距離達 {0} 公里"	"Troque Pokémon a uma distância de {0} km."
"badge_trading_distance_value_format"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"	"N0"
"log_player_sent_you_a_friend_request"	"{0} sent you a Friend Request!"	"{0}さんからフレンド申請が届いた！"	"{0} t’a envoyé une Invitation !"	"¡{0} te ha enviado una solicitud de amistad!"	"{0} hat dir eine Freundschaftsanfrage geschickt!"	"{0} ti ha inviato una richiesta di amicizia!"	"{0}님의 친구신청이 도착했습니다!"	"收到 {0} 傳來的朋友申請了！"	"{0} enviou um pedido de amizade a você!"
"log_player_accepted_your_friend_request"	"{0} accepted your Friend Request!"	"{0}さんがフレンド申請を許可しました！"	"{0} a accepté ton Invitation."	"¡{0} ha aceptado tu solicitud de amistad!"	"{0} hat deine Freundschaftsanfrage angenommen!"	"{0} ha accettato la tua richiesta di amicizia!"	"{0}님이 친구신청을 수락했습니다!"	"{0} 接受你的朋友申請了！"	"{0} aceitou seu pedido de amizade!"
"trading_confirm"	"Confirm"	"確定"	"Confirmer"	"Confirmar"	"Bestätigen"	"Conferma"	"확정"	"確定"	"Confirmar"
"trading_cancel"	"Cancel"	"キャンセル"	"Annuler"	"Cancelar"	"Abbrechen"	"Annulla"	"취소"	"取消"	"Cancelar"
"trading_me"	"Me"	"自分"	"Moi"	"Yo"	"Du"	"Io"	"나"	"自己"	"Eu"
"trade_player_me"	"Me"	"自分"	"Moi"	"Yo"	"Du"	"Io"	"나"	"自己"	"Eu"
"trading_player_level"	"Lv. {0}"	"Lv. {0}"	"Niv. {0}"	"Nv. {0}"	"Level {0}"	"Liv. {0}"	"Lv. {0}"	"Lv. {0}"	"Nív. {0}"
"trading_details_warning"	"Your friend's Trainer level is lower than yours, so CP and HP are reduced."	"CPとHPが調整されます"	"Le niveau de Dresseur de ton ami est inférieur, les PC et les PV sont réduits."	"El nivel de Entrenador de la otra persona es más bajo, así que los PC y PS serán reducidos."	"Der Trainer-Level deines Freundes ist niedriger, WP und KP werden herabgesetzt."	"Il livello Allenatore del tuo amico è inferiore al tuo: i PL e i PS verranno ridotti..."	"CP와 HP가 조정됩니다"	"由於朋友的訓練家等級較低，寶可夢的CP及HP將被調低"	"O nível de Treinador da outra pessoa é menor, então os PC e os PS serão reduzidos."
"social_player_level_too_low"	"Please come back when you hit Level {0} to access the Social feature!"	"レベル {0} にならないと、フレンド機能は使えません"	"Reviens quand tu auras atteint le niveau {0} pour accéder à la fonctionnalité sociale."	"¡Vuelve cuando llegues al nivel {0} para acceder a la función Social!"	"Komme zurück, wenn du Level {0} erreicht hast, um auf die Kommunikationsfunktion zuzugreifen!"	"Potrai accedere alla funzionalità social quando arriverai al livello {0}."	"친구 기능은 레벨 {0} 부터 사용가능합니다!"	"訓練家等級達到 {0} 級後才能使用朋友功能"	"Por favor, volte quando você atingir o nível {0} para acessar o recurso Social!"
"error_social_player_banned"	"You cannot access this feature."	"この機能にアクセスできません"	"Tu n’as pas accès à cette fonctionnalité."	"No puedes acceder a esta función."	"Du kannst auf diese Funktion nicht zugreifen."	"Non puoi accedere a questa funzionalità."	"이 기능에 접속할 수 없습니다"	"無法使用此功能"	"Você não pode acessar este recurso."
