"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"	"Korean"	"ChineseTraditional"	"BrazilianPortuguese"
"quickstart_gymbuttons_1"	"Train the Pokémon at a friendly Gym to increase the Gym's Prestige and level."	"仲間チームのジムでトレーニングバトルをすると、名声とレベルを上げられる。"	"Dresse les Pokémon présents dans une Arène amicale pour augmenter son prestige et son niveau."	"Entrena a los Pokémon en un Gimnasio amigo para aumentar el prestigio y el nivel del Gimnasio."	"Trainiere das Pokémon in einer freundlichen Arena, um das Prestige und den Level der Arena zu erhöhen."	"Allena i tuoi Pokémon presso una Palestra amica per aumentarne il grado di prestigio e il livello."	"동료팀의 체육관에서 트레이닝 배틀을 하면 명성과 레벨을 올릴 수 있다."	"在我方道館訓練寶可夢，便可提升道館的聲望值和等級。"	"Treine seus Pokémon em um Ginásio amigo para aumentar o prestígio e o nível do Ginásio."
"quickstart_gymbuttons_2"	"Challenge a rival Gym to lower its Prestige and level."	"別チームのジムにバトルを挑めば、名声とレベルを下げられる。"	"Défie une Arène rivale pour abaisser son prestige et son niveau."	"Desafía a un Gimnasio rival para bajar su prestigio y nivel."	"Fordere eine gegnerische Arena heraus, um deren Prestige und Level zu senken."	"Sfida una Palestra rivale per diminuirne il grado di prestigio e il livello."	"다른 팀의 체육관에 배틀을 도전하면 명성과 레벨이 떨어진다."	"挑戰敵方道館，降低該道館的聲望值和等級。"	"Desafie um Ginásio rival para diminuir o prestígio e o nível dele."
"quickstart_battledodge_0"	"During battle, swipe left or right to dodge incoming attacks."	"バトル中は、左右にスワイプして攻撃をかわすことができる。"	"Lors d’un combat, fais glisser ton doigt à gauche ou à droite pour éviter les attaques."	"Durante un combate, desliza el dedo a izquierda o derecha para esquivar ataques."	"Streiche im Kampf nach links oder rechts, um Attacken auszuweichen."	"Durante una lotta, fai scivolare il dito a destra o sinistra per schivare gli attacchi in arrivo."	"배틀 중에는 좌우로 슬라이드해서 공격을 피할 수 있다."	"對戰時，你可以左右滑動畫面來閃避攻擊。"	"Durante uma batalha, deslize o dedo para a direita ou esquerda para desviar de ataques."
"shop_inventory_full_go_to_upgrades"	"Go to Upgrades"	"アップグレードメニューへ"	"Voir les Améliorations"	"Ve a Aumentos"	"Zu Upgrades"	"Ampliamenti"	"업그레이드 메뉴로"	"前往升級選單"	"Vá para upgrades"
"encounter_too_many_pokemon"	"Your Pokémon Box is full. You can buy more space in the shop."	"ボックスがいっぱいです！ショップで上限を増やすことができます"	"Ta Boîte Pokémon est pleine. Tu peux acheter plus de place dans la Boutique."	"Tu caja de Pokémon está llena. Puedes comprar más espacio para Pokémon en la tienda."	"Deine Pokémon-Box ist voll. Du kannst im Shop mehr Platz kaufen."	"Il tuo Box Pokémon è pieno. Puoi acquistare più spazio al negozio."	"박스가 가득 찼습니다! 숍에서 상한을 늘릴 수 있습니다."	"你的寶可夢盒子已經滿了。請到商店擴充盒子容量。"	"Sua caixa de Pokémon está cheia. Você pode comprar mais espaço para ela na loja."
"pokestop_too_many_items"	"Your Bag is full. You can buy more space for items in the shop."	"道具がいっぱいになりました！ショップで上限を増やすことができます"	"Ton Sac est plein. Tu peux acheter plus de place pour tes objets dans la Boutique."	"Tu Bolsa está llena. Puedes comprar más espacio para objetos en la tienda."	"Dein Beutel ist voll. Du kannst im Shop mehr Platz für Items kaufen."	"La tua Borsa è piena. Puoi acquistare più spazio al negozio."	"도구가 가득합니다! 숍에서 상한을 늘릴 수 있습니다."	"你的包包已經滿了。請到商店擴充包包容量。"	"Sua Bolsa está cheia. Você pode comprar mais espaço para ela na loja."
"IAP_CATEGORY_ITEMS"	"Items"	"道具"	"Objets"	"Objetos"	"Items"	"Strumenti"	"도구"	"道具"	"Itens"
"IAP_CATEGORY_UPGRADES"	"Upgrades"	"アップグレード"	"Améliorations"	"Aumentos"	"Upgrades"	"Ampliamenti"	"업그레이드"	"升級"	"Upgrades"
"IAP_CATEGORY_BUNDLE"	"Bundles"	"詰め合わせ"	"Lots"	"Lotes"	"Bundles"	"Offerte"	"묶음"	"套組"	"Ofertas"
"IAP_CATEGORY_POKECOINS"	"PokéCoins"	"ポケコイン"	"PokéPièces"	"Pokémonedas"	"PokéMünzen"	"Pokémonete"	"포켓코인"	"寶可幣"	"Pokémoedas"
"IAP_CATEGORY_NONE"	"Uncategorized"	"その他"	"Non classé"	"Sin clasificar"	"Nicht kategorisiert"	"Generale"	"기타"	"其他"	"Sem categoria"
"shop_something_went_wrong"	"Something went wrong. Please try again."	"エラーです。操作をやり直してください。"	"Une erreur s’est produite. Essaye à nouveau."	"Se ha producido un error. Por favor, vuelve a intentarlo."	"Etwas ist schiefgegangen. Versuche es noch mal."	"Si è verificato un errore. Riprova più tardi."	"에러. 조작을 다시 해주십시오"	"發生錯誤。請再試一次。"	"Houve um erro. Tente de novo."
"shop_daily_bonus_amount"	"{0} PokéCoins"	"{0} ポケコイン"	"{0} PokéPièces"	"{0} Pokémonedas"	"{0} PokéMünzen"	"Pokémonete: {0}"	"{0} 포켓코인"	"{0} 枚寶可幣"	"{0} Pokémoedas"
"age_gate_screen"	"Please enter your date of birth."	"生年月日を入力してください"	"Merci d’entrer ta date de naissance."	"Introduce tu fecha de nacimiento."	"Gib dein Geburtdatum ein."	"Inserisci la tua data di nascita."	"생년월일을 입력해 주십시오"	"請輸入你的出生年月日"	"Insira sua data de nascimento."
"month_jan"	"Jan"	"1"	"JAN"	"Ene."	"Jan."	"Gen"	"1"	"1"	"Jan."
"month_feb"	"Feb"	"2"	"FÉV"	"Feb."	"Febr."	"Feb"	"2"	"2"	"Fev."
"month_mar"	"Mar"	"3"	"MAR"	"Mar."	"März"	"Mar"	"3"	"3"	"Mar."
"month_apr"	"Apr"	"4"	"AVR"	"Abr."	"Apr."	"Apr"	"4"	"4"	"Abr."
"month_may"	"May"	"5"	"MAI"	"Mayo"	"Mai"	"Mag"	"5"	"5"	"Maio"
"month_jun"	"Jun"	"6"	"JUN"	"Jun."	"Juni"	"Giu"	"6"	"6"	"Jun."
"month_jul"	"Jul"	"7"	"JUL"	"Jul."	"Juli"	"Lug"	"7"	"7"	"Jul."
"month_aug"	"Aug"	"8"	"AOÛ"	"Ago."	"Aug."	"Ago"	"8"	"8"	"Ago."
"month_sep"	"Sep"	"9"	"SEP"	"Sep."	"Sept."	"Set"	"9"	"9"	"Set."
"month_oct"	"Oct"	"10"	"OCT"	"Oct."	"Okt."	"Ott"	"10"	"10"	"Out."
"month_nov"	"Nov"	"11"	"NOV"	"Nov."	"Nov."	"Nov"	"11"	"11"	"Nov."
"month_dec"	"Dec"	"12"	"DÉC"	"Dic."	"Dez."	"Dec"	"12"	"12"	"Dez."
"submit_age_button"	"Submit"	"送信"	"Envoyer"	"Enviar"	"Absenden"	"Conferma"	"송신"	"確定"	"Confirmar"
"registration_choice_screen"	"Please select an account to register with."	"登録するアカウントサービスを選択してください"	"Choisis le compte avec lequel tu souhaites t’enregistrer."	"Selecciona una cuenta con la que registrarte."	"Wähle ein Konto aus, mit dem du dich registrieren möchtest."	"Scegli con quale account desideri iscriverti."	"등록할 계정을 선택해주십시오"	"請選擇你要註冊的帳號"	"Selecione uma conta para se registrar com ela."
"login_choice_screen"	"Sign up with"	"ログインに利用するアカウントサービスを選択してください"	"Te connecter avec :"	"Regístrate con:"	"Anmelden mit"	"Accedi con"	"로그인 할 계정을 선택해 주십시오"	"請選擇登入方式"	"Registre-se com:"
"ptc_login_button"	"Pokémon Trainer Club"	"ポケモントレーナークラブ"	"Club des Dresseurs Pokémon"	"Club de Entrenadores Pokémon"	"Pokémon Trainer Club"	"Club Allenatori di Pokémon"	"포켓몬 트레이너 클럽"	"寶可夢訓練家俱樂部"	"Clube de Treinadores de Pokémon"
"google_login_button"	"Google"	"Google"	"Google"	"Google"	"Google"	"Google"	"Google"	"Google"	"Google"
"ptc_login_title"	"Pokémon Trainer Club"	"ポケモントレーナークラブ"	"Club des Dresseurs Pokémon"	"Club de Entrenadores Pokémon"	"Pokémon Trainer Club"	"Club Allenatori di Pokémon"	"포켓몬 트레이너 클럽"	"寶可夢訓練家俱樂部"	"Clube de Treinadores de Pokémon"
"ptc_forgot_username"	"Forgot your username?"	"ユーザー名を忘れた場合はこちら"	"J'ai oublié mon nom d'utilisateur"	"¿Has olvidado tu nombre de usuario?"	"Benutzernamen vergessen?"	"Hai dimenticato il tuo nome utente? "	"유저명을 잊어버렸을 때는 여기"	"忘了你的用戶名稱？"	"Esqueceu seu nome de usuário?"
"ptc_forgot_password"	"Forgot your password?"	"パスワードを忘れた場合はこちら"	"J'ai oublié mon mot de passe"	"¿Has olvidado tu contraseña?"	"Passwort vergessen?"	"Hai dimenticato la tua password?"	"패스워드를 잊어버렸으면 여기"	"忘了你的密碼？"	"Esqueceu sua senha?"
"privacy_policy_title"	"Pokémon GO Privacy Policy"	"Pokémon GO プライバシーポリシー"	"Politique de confidentialité de Pokémon GO"	"Política de privacidad de Pokémon GO"	"<i>Pokémon GO</i>-Datenschutzrichtlinien"	"Informativa sulla privacy di <i>Pokémon GO</i>"	"Pokémon GO 개인정보 보호"	"Pokémon GO 隱私權政策"	"Política de privacidade do <i>Pokémon GO</i>"
"privacy_policy_button"	"Privacy Policy"	"プライバシーポリシー"	"Politique de confidentialité"	"Política de privacidad"	"Datenschutzrichtlinien"	"Informativa sulla privacy"	"개인정보보호"	"隱私權政策"	"Política de privacidade"
"login_username"	"Enter your username"	"ユーザー名"	"Nom d’utilisateur"	"Introduce tu nombre de usuario"	"Benutzernamen eingeben"	"Inserisci il nome utente"	"유저명"	"輸入用戶名稱"	"Insira seu nome de usuário"
"login_password"	"Enter your password"	"パスワード"	"Mot de passe"	"Introduce tu contraseña"	"Passwort eingeben"	"Inserisci la password"	"비밀번호"	"輸入密碼"	"Insira sua senha"
"facebook_login_button"	"Facebook"	"Facebook"	"Facebook"	"Facebook"	"Facebook"	"Facebook"	"Facebook"	"Facebook"	"Facebook"
"ptc_login_submit"	"Sign in"	"サインイン"	"Ouvrir ta session"	"Iniciar sesión"	"Anmelden"	"Accedi"	"로그인"	"登入"	"Entrar"
"ptc_need_to_register_button"	"Register"	"登録する"	"T’inscrire"	"Registrarse"	"Registrieren"	"Iscriviti"	"등록하기"	"註冊"	"Registrar"
"ptc_error_activation_required"	"Please activate your account in order to play Pokémon GO."	"有効化したアカウントを使用してください"	"Active ton compte afin de jouer à Pokémon GO."	"Activa tu cuenta para jugar a Pokémon GO."	"Aktiviere dein Konto, um <i>Pokémon GO</i> zu spielen."	"Attiva il tuo account per giocare con <i>Pokémon GO</i>."	"유효한 계정을 사용해 주십시오"	"請先啟動你的帳號"	"Ative sua conta para jogar <i>Pokémon GO</i>."
"google_auth_failed"	"Unable to authenticate. Please try again."	"認証できませんでした。もう一度やり直してください。"	"Authentification impossible. Essaye à nouveau."	"No se puede autenticar. Vuelve a intentarlo."	"Authentifizierung fehlgeschlagen. Versuche es noch mal."	"Autenticazione fallita. Riprova."	"인증하지 못했습니다. 다시 한번 시도해 주십시오."	"無法進行認證，請再試一次。"	"Não foi possível autenticar. Tente de novo."
"ptc_auth_failed"	"Unable to authenticate. Please try again."	"認証できませんでした。もう一度やり直してください。"	"Authentification impossible. Essaye à nouveau."	"No se puede autenticar. Vuelve a intentarlo."	"Authentifizierung fehlgeschlagen. Versuche es noch mal."	"Autenticazione fallita. Riprova."	"인증하지 못했습니다. 다시 한번 시도해 주십시오."	"無法進行認證，請再試一次。"	"Não foi possível autenticar. Tente de novo."
"fb_auth_failed"	"Unable to authenticate. Please try again."	"認証できませんでした。もう一度やり直してください。"	"Authentification impossible. Essaye à nouveau."	"No se puede autenticar. Vuelve a intentarlo."	"Authentifizierung fehlgeschlagen. Versuche es noch mal."	"Autenticazione fallita. Riprova."	"인증하지 못했습니다. 다시 한번 시도해 주십시오."	"無法進行認證，請再試一次。"	"Não foi possível autenticar. Tente de novo."
"fb_auth_error_no_email"	"Please use a Facebook account that has an email address attached to it."	"メールアドレスを使用して登録したアカウントが必要です。"	"Utilise un compte Facebook ayant une adresse email associée."	"Usa una cuenta de Facebook que tenga una dirección de correo electrónico asociada."	"Nutze ein Facebook-Konto, das mit einer E-Mail-Adresse verbunden ist."	"Usa un account Facebook al quale sia stato associato un indirizzo di posta elettronica."	"메일주소를 사용하여 등록한 계정이 필요합니다."	"請使用已登錄電子郵件地址的Facebook帳號。"	"Use uma conta do Facebook com um endereço de e-mail associado a ela."
"authentication_revoked_error"	"Unable to connect to server."	"サーバーに接続できませんでした。"	"Erreur de connexion au serveur."	"No se puede conectar al servidor."	"Verbindung zum Server konnte nicht hergestellt werden."	"Connessione al server non riuscita."	"서버에 접속하지 못했습니다."	"無法連線至伺服器。"	"Não foi possível conectar ao servidor."
"shop_daily_bonus_header"	"A special gift from the professor!"	"博士からのプレゼントが届きました！"	"Un cadeau spécial de la part du Professeur !"	"¡Un regalo especial de parte del Profesor!"	"Ein besonderes Geschenk vom Professor!"	"Un regalo speciale da parte del professore!"	"박사로부터 선물이 도착했습니다!"	"博士送來了特別的禮物！"	"Um presente especial do Professor!"
"shop_daily_bonus_button"	"Sweet, thanks!"	"受け取る"	"Super, merci !"	"¡Guay! ¡Gracias!"	"Super, vielen Dank!"	"Che bello! Grazie! "	"받는다"	"太棒了，謝啦！"	"Legal! Valeu!"
"shop_coming_soon"	"Coming Soon"	"準備中"	"Prochainement"	"¡Próximamente!"	"Demnächst erhältlich!"	"In arrivo"	"준비 중"	"敬請期待"	"Em breve"
"shop_fully_upgraded"	"Your {0} is fully upgraded!"	"{0} はこれ以上アップグレードできません"	"Ton {0} a été mis à jour !"	"¡Tu {0} ha aumentado por completo!"	"Das Upgrade für {0} ist vollständig!"	"{0} - Ampliamento completato! "	"{0} (은)는 더 이상 업그레이드 할 수 없습니다"	"你的 {0} 已經升到最高等級了！"	"{0} - upgrade finalizado!"
"incubator_selector_header"	"Incubators"	"ふかそうち"	"Incubateurs"	"Incubadoras"	"Brutmaschinen"	"Incubatrici"	"부화장치"	"孵化器"	"Incubadoras"
"incubator_selector_uses_left"	"{0} use"	"残り{0}回"	"Encore {0}"	"{0} uso(s)"	"Noch {0} ×"	"Utilizzi: {0}/3"	"남은 횟수 {0}"	"可用 {0} 次"	"{0} uso(s)"
"incubator_choose_egg"	"Choose an Egg to incubate."	"温めるタマゴを選んでください"	"Choisis l’œuf que tu veux incuber."	"Elige un Huevo para incubarlo."	"Wähle ein Ei zum Ausbrüten aus."	"Scegli un Uovo da mettere nell’incubatrice."	"부화할 알을 선택해주세요"	"請選擇要孵化的蛋"	"Escolha um Ovo para incubar."
"egg_detail_put_in_incubator"	"Use an incubator to hatch this Egg."	"ふかそうちにセットするとタマゴを温めることができます"	"Utilise un Incubateur pour faire éclore cet œuf."	"Usa una incubadora para incubar este Huevo."	"Benutze eine Brutmaschine, um dieses Ei auszubrüten."	"Usa un’Incubatrice per far schiudere questo Uovo."	"부화장치에 세트 하면 알을 데울 수 있습니다"	"可用孵化器來孵蛋"	"Use uma incubadora para incubar este Ovo."
"egg_detail_hatch_walk"	"Walk to hatch this Egg."	"歩いてタマゴをかえそう"	"Marche pour faire éclore cet œuf."	"Camina para que este Huevo eclosione."	"Gehe zu Fuß, um dieses Ei auszubrüten."	"Cammina per far schiudere questo Uovo."	"걸어서 알을 부화시키자"	"帶著蛋走路，就可以讓它孵化喔"	"Caminhe para chocar este Ovo."
"egg_detail_start_incubation"	"INCUBATE"	"ふかそうちを使う"	"INCUBER"	"EMPEZAR INCUBACIÓN"	"Ausbrüten beginnen"	"METTI NELL’INCUBATRICE"	"부화장치를 사용한다"	"開始孵蛋"	"INCUBAR"
"inventory_no_eggs"	"Collect more Eggs!"	"タマゴはありません"	"Récupère d’autres œufs."	"¡Consigue más Huevos!"	"Sammle mehr Eier!"	"Raccogli altre Uova!"	"알이 없습니다"	"去收集蛋吧！"	"Consiga mais Ovos!"
"incubator_selector_infinite_uses"	"∞"	"∞"	"∞"	"∞"	"∞"	"∞"	"∞"	"∞"	"∞"
"pokestop_disk_empty_title"	"Empty module slot"	"スロットは空です"	"Emplacement libre"	"Espacio vacío"	"Freier Modulsteckplatz"	"Spazio modulo vuoto"	"슬롯이 비었습니다"	"空模組插槽"	"Espaço vazio"
"pokestop_disk_empty_desc"	"Install a PokéStop module here."	"ポケストップ モジュールを使用することができます"	"Ajoute un module de PokéStop ici."	"Puede instalarse un módulo de Poképarada."	"Hier kann ein PokéStop-Modul installiert werden."	"Questo spazio può essere riempito con un Modulo esca."	"포켓스톱 모듈을 사용할 수 있습니다"	"可插入寶可補給站模組"	"Instale um módulo de Poképarada aqui."
"pokestop_disk_inventory_title"	"PokéStop Module"	"ポケストップ モジュール"	"Module de PokéStop"	"Módulo de Poképarada"	"PokéStop-Module"	"Modulo esca"	"포켓스톱 모듈"	"寶可補給站模組"	"Módulo de Poképarada"
"pokestop_out_of_disks"	"Collect more PokéStop modules!"	"ポケストップ モジュールを持っていません"	"Récupère d’autres modules de PokéStop."	"¡Consigue más módulos de Poképaradas!"	"Sammle mehr PokéStop-Module!"	"Procurati altri Moduli esca!"	"포켓스톱 모듈이 없습니다"	"去收集更多寶可補給站模組吧！"	"Consiga mais módulos de Poképarada!"
"pokestop_disk_activate_error_already_has_disk"	"You need PokéStop modules."	"そのモジュールはすでにポケストップで使用されています"	"Il te faut des modules de PokéStop."	"Necesitas módulos de Poképaradas."	"Du benötigst PokéStop-Module."	"Hai bisogno di Moduli esca."	"그 모듈은 이미 포켓스톱에서 사용했습니다"	"你需要寶可補給站模組"	"Você precisa de módulos de Poképarada."
"pokestop_disk_activate_error"	"Failed to install the module."	"モジュールをインストールできませんでした"	"Erreur d'installation du module."	"No se ha podido instalar el módulo de Poképarada."	"PokéStop-Modul konnte nicht installiert werden."	"Impossibile installare il Modulo esca."	"모듈을 인스톨 못했습니다"	"無法插入模組"	"Não foi possível instalar o módulo."
"pokestop_disk_error_out_of_range"	"You are out of range of the PokéStop."	"ポケストップが遠すぎます"	"Tu es trop loin du PokéStop."	"¡Demasiado lejos!"	"Zu weit vom PokéStop entfernt!"	"È troppo distante!"	"포켓스톱이 너무 멀리있습니다"	"這個寶可補給站太遠了"	"Você está longe da Poképarada."
"pokemon_favorite_error"	"Failed to add Pokémon to your favorites."	"お気に入りマークを付けられませんでした"	"Le Pokémon n’a pas été ajouté à tes favoris."	"El Pokémon no se ha podido añadir a tus favoritos."	"Pokémon konnte nicht zu Favoriten hinzugefügt werden."	"Impossibile aggiungere questo Pokémon ai tuoi preferiti."	"즐겨찾기 마크를 붙일 수 없습니다"	"無法將寶可夢設為我的最愛"	"Não foi possível adicionar o Pokémon aos seus favoritos."
"pokemon_unfavorite_error"	"Failed to remove Pokémon from your favorites."	"お気に入りマークの取り消しに失敗しました"	"Le Pokémon n’a pas été retiré de tes favoris."	"El Pokémon no se ha podido eliminar de tus favoritos."	"Pokémon konnte nicht aus Favoriten entfernt werden."	"Impossibile rimuovere questo Pokémon dai tuoi preferiti."	"즐겨찾기 마크 취소에 실패 했습니다"	"無法移除我的最愛"	"Não foi possível excluir o Pokémon dos seus favoritos."
"defender_bonus_header"	"Trainer has {0} Pokémon assigned."	"ジムに {0} 匹配置しています "	"Tu as assigné {0} Pokémon."	"Pokémon asignados: {0}"	"Du hast {0} Pokémon Arenen zugewiesen."	"Pokémon assegnati a una Palestra: {0}"	"체육관에 {0} 마리 배치했습니다"	"訓練家已指派 {0} 隻寶可夢"	"Pokémon designados: {0}"
"defender_bonus_title"	"Defender Bonus"	"ジム防衛ボーナス"	"Bonus Défenseur"	"Bonus de defensor"	"Verteidigerbonus"	"Bonus difesa"	"체육관 방어 보너스"	"防禦獎勵"	"Bônus de defensor"
"defender_bonus_timer"	"Collect in {0}"	"次のボーナスまで {0}"	"Disponible dans {0}"	"Disponible en {0}"	"Erhältlich in {0}"	"Disponibile tra {0}"	"다음 보너스까지 {0}"	"請在 {0} 內領取"	"Disponível em {0}"
"defender_bonus_collect_now"	"Collect now!"	"ボーナスをチェック！"	"Disponible maintenant !"	"¡Ya disponible!"	"Jetzt erhältlich!"	"Disponibile ora!"	"보너스를 체크!"	"領取獎勵！"	"Disponível agora!"
"defender_bonus_nothing_deployed"	"You need to assign a Pokémon to a Gym to be eligible for a Defender bonus."	"ジムにポケモンを配置するともらえるボーナスです"	"Tu dois assigner un Pokémon à une Arène pour recevoir un Bonus Défenseur."	"Tienes que asignar un Pokémon a un Gimnasio para poder recibir un bonus de defensor."	"Du musst ein Pokémon einer Arena zuweisen, um einen Verteidigerbonus erhalten zu können."	"Per ricevere un bonus difesa devi assegnare almeno un Pokémon a una Palestra."	"체육관에 포켓몬을 배치하면 받을 수 있는 보너스입니다"	"要將寶可夢指派到道館，才可領取防禦獎勵"	"Você tem que designar um Pokémon a um Ginásio para receber um bônus de defensor."
"first_time_ar_mode_prompt_title"	"Use your camera to find Pokémon in the real world!"	"現実世界を背景にしてみましょう！"	"Utilise ton appareil photo pour trouver des Pokémon dans le monde réel."	"¡Usa tu cámara para encontrar Pokémon en el mundo real!"	"Nutze deine Kamera, um Pokémon in der echten Welt zu finden! "	"Usa la tua fotocamera per trovare Pokémon nel mondo reale!"	"현실 세계를 배경으로 해보세요!"	"透過鏡頭，在真實世界中尋找寶可夢吧！"	"Use sua câmera para achar Pokémon no mundo real!"
"first_time_ar_mode_prompt_description"	"Try it out. You can turn it off with the AR button anytime."	"使ってみましょう。ARボタンからオフにすることもできます。"	"Essaye ! Tu peux l’arrêter en touchant le bouton RA."	"¡Haz una prueba! Puedes apagarla en cualquier momento con el botón de RA."	"Versuch's mal. Du kannst sie jederzeit wieder ausschalten."	"Provaci subito! Puoi sempre disattivare la fotocamera in seguito con il pulsante AR."	"사용해봅시다. AR 버튼에서 끌 수 있습니다."	"試試看吧。你隨時都可以用AR鍵關閉這個功能。"	"Experimente! Você pode desligá-la com o botão RA quando quiser."
"first_time_ar_mode_prompt_ar_on_btn"	"Yes, camera on!"	"はい"	"Oui, active l'appareil photo."	"¡Genial! ¡Cámara encendida!"	"Ja, Kamera an!"	"Attiva la fotocamera!"	"예"	"好，打開照相機！"	"Legal! Câmera ligada!"
"first_time_ar_mode_prompt_ar_off_btn"	"Maybe later"	"あとで試す"	"Plus tard"	"Quizás más tarde..."	"Vielleicht später"	"Forse più tardi."	"나중에 한다"	"等會再說"	"Talvez mais tarde..."
"nickname_set_nickname"	"Set Nickname"	"ニックネームをつける"	"Entre un surnom"	"¡Ponle un mote!"	"Spitznamen eingeben"	"Imposta soprannome"	"닉네임을 붙인다"	"設定暱稱"	"Dê um apelido"
"battle_no_pokemon_left"	"No Pokémon Left"	"戦えるポケモンがいません"	"Il ne te reste plus de Pokémon"	"No quedan Pokémon."	"Keine Pokémon mehr"	"Non hai più Pokémon disponibili per lottare."	"배틀할 수 있는 포켓몬이 없습니다"	"沒有可以對戰的寶可夢"	"Não há Pokémon para batalhar."
"battle_round_number"	"Battle {0}"	"BATTLE {0}"	"Combat {0}"	"Combate {0}"	"{0}. Kampf"	"Sfida {0}"	"Battle {0}"	"BATTLE {0}"	"Batalha {0}"
"battle_round_victory"	"Victory!"	"WIN !"	"Victoire !"	"¡Victoria!"	"Gewonnen!"	"Vittoria!"	"WIN !"	"WIN！"	"Vitória!"
"battle_special_toast"	"{0} used {1}!"	"{0} は{1} を使った！"	"{0} utilise {1} !"	"¡{0} ha usado {1}!"	"{0} hat {1} eingesetzt!"	"{0} usa {1}!"	"{0} (은)는 {1} (을)를 사용했다!"	"{0} 使出了{1}！"	"{0} usou {1}!"
"battle_surrender_confirmation"	"Are you sure you want to give up?"	"本当に降参しますか？"	"Veux-tu vraiment abandonner ?"	"¿Seguro que te quieres rendir?"	"Möchtest du wirklich aufgeben?"	"Vuoi davvero arrenderti?"	"정말로 항복하겠습니까?"	"確定要投降嗎？"	"Tem certeza de que quer se render?"
"pgp_unpaired"	"Pokémon GO Plus unpaired."	"Pokémon GO Plus ペアリング解除"	"Le Pokémon GO Plus est dissocié."	"Pokémon GO Plus no emparejado."	"Pokémon GO Plus entkoppelt."	"Pokémon GO Plus non collegato."	"Pokémon GO Plus 페어링 해제"	"Pokémon GO Plus 的配對已被解除"	"Pokémon GO Plus está desemparelhado."
"pgp_connection_lost"	"Connection lost. Click to reconnect."	"接続が切れています。ボタンをクリックして再接続。"	"Connexion interrompue. Clique ici pour te reconnecter."	"Se ha perdido la conexión. Haz clic para conectar de nuevo."	"Verbindung verloren. Drücke den Knopf, um sie wiederherzustellen."	"Connessione perduta. Clicca per riconnetterti."	"접속이 끊겼습니다. 클릭하면 다시 접속합니다."	"連線已結束。請點擊按鈕，重新連線。"	"Conexão perdida. Clique para se reconectar."
"pgp_click_to_connect"	"To connect, click the button on the Pokémon GO Plus."	"Pokémon GO Plus 本体のボタンを押して接続してください"	"Clique sur le bouton du Pokémon GO Plus pour te connecter."	"Para conectar, haz clic en el botón de Pokémon GO Plus."	"Drücke den Knopf auf dem Pokémon GO Plus, um die Verbindung herzustellen."	"Per connetterti, clicca il pulsante sul Pokémon GO Plus."	"Pokémon GO Plus 본체 버튼을 눌러 연결해주십시오."	"請按下Pokémon GO Plus的按鈕，建立連線"	"Para conectar, clique no botão do Pokémon GO Plus."
"pgp_connected"	"Connected to Pokémon GO Plus."	"Pokémon GO Plus に接続しました"	"Connecté au Pokémon GO Plus."	"Conexión establecida correctamente con Pokémon GO Plus."	"Verbindung zu Pokémon GO Plus erfolgreich."	"Il collegamento al Pokémon GO Plus è riuscito."	"Pokémon GO Plus에 연결했습니다."	"已連線至Pokémon GO Plus"	"Conexão estabelecida com o Pokémon GO Plus."
"pgp_log_dowser_start"	"Started tracking for {0}."	"{0} 捜索を開始"	"Début du suivi de {0}."	"Ha comenzado el seguimiento para {0}."	"Suche nach {0} begonnen."	"Sei sulle tracce di {0}."	"{0} 수색을 시작"	"開始搜尋 {0}"	"Você está rastreando {0}."
"pgp_log_dowser_lost"	"Tracking failed; lost {0}."	"{0} 捜索に失敗"	"Échec du suivi. {0} a été perdu."	"No se ha podido realizar el seguimiento. Se ha perdido {0}."	"Suche fehlgeschlagen; {0} verloren."	"Hai perso le tracce di {0}."	"{0} 수색 실패"	"{0} 的搜尋失敗了"	"Você perdeu o rastro de {0}."
"pgp_log_dowser_stop"	"Stopped tracking for {0}."	"{0} 捜索を終了"	"Arrêt du suivi de {0}."	"Ha terminado el seguimiento para {0}."	"Suche nach {0} abgebrochen."	"Non sei più sulle tracce di {0}."	"{0} 수색 종료"	"停止搜尋 {0}"	"Não está mais rastreando {0}."
"pgp_log_received_items"	"Received {0} items from PokéStop{1}."	"{1} ポケストップで道具を{0}個手に入れた！"	"Reçu {0} objets d’un PokéStop."	"Objetos recibidos de Poképarada {1}: {0}"	"{0} Items von PokéStop{1} erhalten."	"Hai ricevuto {0} strumenti da un Pokéstop."	"{1} 포켓스톱에서 도구를 {0} 개 손에 넣었다!"	"在寶可補給站 {1} 得到 {0} 個道具"	"Itens recebidos da Poképarada: {0}"
"pgp_log_pokemon_caught"	"{0} was caught!"	"{0}を捕まえた！"	"{0} est attrapé !"	"¡{0} ha sido atrapado!"	"{0} wurde gefangen!"	"Hai catturato {0}!"	"{0} (을)를 잡았다!"	"捉到 {0} 了！"	"{0} foi pego!"
"pgp_log_pokemon_fled"	"{0} ran away."	"{0} に逃げられた"	"{0} s’est échappé."	"¡{0} ha huido!"	"{0} ist geflüchtet."	"{0} è scappato!"	"{0} (은)는 도망갔다"	"{0} 逃走了"	"{0} escapou."
